dataset1_drug_id,smiles,dataset1_ik14,overlap
DB01349,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,ADXGNEYLLLSOAR,1
DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII,1
DB01353,CCCCC1(CC)C(=O)NC(=O)NC1=O,STDBAQMTJLUMFW,1
DB01355,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,UYXAWHWODHRRMR,1
DB01356,[Li+],HBBGRARXTFLTSG,1
DB01357,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3,IMSSROKUHAOUJS,1
DB01359,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,KQXKVJAGOJTNJS,1
DB01362,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,NTHXOOBQLCIOLC,1
DB01364,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,KWGRBVOPPLSCSI,1
DB01365,CNC(C)(C)CC1=CC=CC=C1,RXQCGGRTAILOIN,1
DB01366,CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,FKNXQNWAXFXVNW,1
DB01367,C#CCN[C@@H]1CCC2=CC=CC=C12,RUOKEQAAGRXIBM,1
DB01369,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1,WTHRRGMBUAHGNI,1
DB01370,[Al],XAGFODPZIPBFFR,1
DB01377,[O--].[Mg++],AXZKOIWUVFPNLO,0
DB01378,[Mg++],JLVVSXFLKOJNIY,1
DB01380,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,ITRJWOMZKQRYTA,1
DB01384,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,MKPDWECBUAZOHP,1
DB01390,[Na+].OC([O-])=O,UIIMBOGNXHQVGW,0
DB01392,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,BLGXFZZNTVWLAY,1
DB01393,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,IIBYAHWJQTYFKB,1
DB01394,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,IAKHMKGGTNLKSZ,1
DB01395,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,METQSPRSQINEEU,1
DB01396,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,WDJUZGPOPHTGOT,1
DB01397,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,MQHWFIOJQSCFNM,0
DB01399,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,WVYADZUPLLSGPU,1
DB01400,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,ALWKGYPQUAPLQC,1
DB01401,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,FQCQGOZEWWPOKI,0
DB01403,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,VRQVVMDWGGWHTJ,1
DB01406,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,POZRVZJJTULAOH,1
DB01407,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,STJMRWALKKWQGH,1
DB01408,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,ANZXOIAKUNOVQU,1
DB01409,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,LERNTVKEWCAPOY,1
DB01410,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C,LUKZNWIVRBCLON,1
DB01411,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,NBQKINXMPLXUET,1
DB01412,CN1C=NC2=C1C(=O)NC(=O)N2C,YAPQBXQYLJRXSA,1
DB01413,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,HVFLCNVBZFFHBT,0
DB01414,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O,RRYMAQUWDLIUPV,1
DB01415,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O,UNJFKXSSGBWRBZ,1
DB01416,[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,WYUSVOMTXWRGEK,1
DB01418,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,VABCILAOYCMVPS,1
DB01420,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,PDMMFKSKQVNJMI,1
DB01421,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,UOZODPSAJZTQNH,1
DB01422,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,RJIWZDNTCBHXAL,0
DB01423,CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O,JNYSEDHQJCOWQU,1
DB01424,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,RMMXTBMQSGEXHJ,1
DB01426,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O,CJDRUOGAGYHKKD,1
DB01427,NC1=CC(=CNC1=O)C1=CC=NC=C1,RNLQIBCLLYYYFJ,1
DB01429,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1,NZLBHDRPUJLHCE,1
DB01431,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],ATXHVCQZZJYMCF,1
DB01433,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,XBMIVRRWGCYBTQ,1
DB01435,CN1N(C(=O)C=C1C)C1=CC=CC=C1,VEQOALNAAJBPNY,1
DB01436,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,OFHCOWSQAMBJIW,1
DB01437,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,JMBQKKAJIKAWKF,1
DB01438,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,QPFYXYFORQJZEC,1
DB01440,OCCCC(O)=O,SJZRECIVHVDYJC,1
DB01452,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,GVGLGOZIDCSQPN,1
DB01463,CCNC1C2CCC(C2)C1C1=CC=CC=C1,IKFBPFGUINLYQI,1
DB01466,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,OGDVEMNWJVYAJL,1
DB01489,CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O,PXBVEXGRHZFEOF,1
DB01501,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,UFIVBRCCIRTJTN,1
DB01511,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,CHIFCDOIPRCHCF,1
DB01544,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,PPTYJKAXVCCBDU,1
DB01545,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,CUCHJCMWNFEYOM,1
DB01551,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,RBOXVHNMENFORY,1
DB01553,ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,ZIXNZOBDFKSQTC,1
DB01558,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,VMIYHDSEFNYJSL,1
DB01559,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,CHBRHODLKOZEPZ,1
DB01563,OC(O)C(Cl)(Cl)Cl,RNFNDJAIBTYOQL,1
DB01567,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,ROYOYTLGDLIGBX,1
DB01575,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],KGOIAFZMMLWXLM,0
DB01576,C[C@H](N)CC1=CC=CC=C1,KWTSXDURSIMDCE,1
DB01577,CN[C@@H](C)CC1=CC=CC=C1,MYWUZJCMWCOHBA,1
DB01578,CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I,DTZMSDADRKLCQE,0
DB01579,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,MFOCDFTXLCYLKU,1
DB01580,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,CEMAWMOMDPGJMB,1
DB01581,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,QPPBRPIAZZHUNT,1
DB01582,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,ASWVTGNCAZCNNR,1
DB01583,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,LKYWLLWWYBVUPP,0
DB01586,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,RUDATBOHQWOJDD,1
DB01587,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,PWAJCNITSBZRBL,1
DB01588,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,MWQCHHACWWAQLJ,1
DB01589,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,IKMPWMZBZSAONZ,1
DB01590,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,HKVAMNSJSFKALM,0
DB01591,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,FBOUYBDGKBSUES,1
DB01592,[Fe],XEEYBQQBJWHFJM,1
DB01595,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,KJONHKAYOJNZEC,1
DB01597,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,DHSUYTOATWAVLW,1
DB01598,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,ZSKVGTPCRGIANV,1
DB01599,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,FYPMFJGVHOHGLL,1
DB01600,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,GUHPRPJDBZHYCJ,1
DB01601,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,KJHKTHWMRKYKJE,1
DB01602,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,PFOLLRNADZZWEX,1
DB01603,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,RJQXTJLFIWVMTO,1
DB01604,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,ZEMIJUDPLILVNQ,1
DB01605,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,NPGNOVNWUSPMDP,1
DB01606,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,LPQZKKCYTLCDGQ,1
DB01607,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,OHKOGUYZJXTSFX,1
DB01608,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,LUALIOATIOESLM,1
DB01609,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,BOFQWVMAQOTZIW,1
DB01610,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,WPVFJKSGQUFQAP,1
DB01611,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,XXSMGPRMXLTPCZ,1
DB01612,CCCCCON=O,CSDTZUBPSYWZDX,1
DB01613,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,SNFOERUNNSHUGP,1
DB01614,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,NOSIYYJFMPDDSA,1
DB01615,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,XLOQNFNTQIRSOX,1
DB01618,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,KLPWJLBORRMFGK,1
DB01619,CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,ISFHAYSTHMVOJR,1
DB01620,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,IJHNSHDBIRRJRN,1
DB01621,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,JOMHSQGEWSNUKU,1
DB01622,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,VZYCZNZBPPHOFY,1
DB01623,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,GFBKORZTTCHDGY,1
DB01624,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,WFPIAZLQTJBIFN,1
DB01626,CN(CC#C)CC1=CC=CC=C1,DPWPWRLQFGFJFI,1
DB01627,[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,OJMMVQQUTAEWLP,1
DB01628,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,MNJVRJDLRVPLFE,1
DB01656,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,MNDBXUUTURYVHR,1
DB01685,N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1,UBVZQGOVTLIHLH,1
DB01708,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,FMGSKLZLMKYGDP,1
DB01764,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(\C)=C\[C@@H](O)CC(=O)CC1=NC(=CO1)C2=O,SUYRLXYYZQTJHF,1
DB01878,O=C(C1=CC=CC=C1)C1=CC=CC=C1,RWCCWEUUXYIKHB,0
DB02187,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC=C21)C=C(O)C=C3,WKRLQDKEXYKHJB,1
DB02300,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,LWQQLNNNIPYSNX,0
DB02513,CC(C)C1=CC=C(C)C=C1O,MGSRCZKZVOBKFT,1
DB02546,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,WAEXFXRVDQXREF,1
DB02638,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,BENFXAYNYRLAIU,0
DB02659,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,BHQCQFFYRZLCQQ,1
DB02701,NC(=O)C1=CC=CN=C1,DFPAKSUCGFBDDF,0
DB02703,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O,IECPWNUMDGFDKC,1
DB02709,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,LUKBXSAWLPMMSZ,1
DB02959,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,LDCYZAJDBXYCGN,1
DB03128,CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL,1
DB03585,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,HFHZKZSRXITVMK,0
DB03615,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O,NSKGQURZWSPSBC,1
DB03619,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,KXGVEGMKQFWNSR,1
DB03754,NC(CO)(CO)CO,LENZDBCJOHFCAS,0
DB03756,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,MBMBGCFOFBJSGT,1
DB03793,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP,1
DB03796,CCCCCCCCCCCCCCCC(O)=O,IPCSVZSSVZVIGE,0
DB04272,OC(=O)CC(O)(CC(O)=O)C(O)=O,KRKNYBCHXYNGOX,1
DB04339,N[C@@H](CSCC(O)=O)C(O)=O,GBFLZEXEOZUWRN,1
DB04398,CC(O)C(O)=O,JVTAAEKCZFNVCJ,1
DB04552,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,JZFPYUNJRRFVQU,1
DB04570,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,JWCSIUVGFCSJCK,1
DB04571,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,FMHHVULEAZTJMA,1
DB04572,S=P(N1CC1)(N1CC1)N1CC1,FOCVUCIESVLUNU,1
DB04573,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,PROQIPRRNZUXQM,1
DB04574,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OS(O)(=O)=O)C=C3,JKKFKPJIXZFSSB,1
DB04575,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,PWZUUYSISTUNDW,1
DB04576,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O,XBJBPGROQZJDOJ,1
DB04711,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,FFINMCNLQNTKLU,0
DB04743,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,HYWYRSMBCFDLJT,1
DB04786,CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O,FIAFUQMPZJWCLV,0
DB04794,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,OCAPBUJLXMYKEJ,1
DB04835,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,GSNHKUDZZFZSJB,1
DB04839,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],UWFYSQMTEOIJJG,1
DB04840,NC(=N)N1CCC2=CC=CC=C2C1,JWPGJSVJDAJRLW,1
DB04841,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,SMANXXCATUTDDT,1
DB04842,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,QOYHHIBFXOOADH,1
DB04844,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,MKJIEFSOBYUXJB,1
DB04845,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,FABUFPQFXZVHFB,1
DB04846,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,JOATXPAWOHTVSZ,1
DB04854,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,BQSJTQLCZDPROO,1
DB04855,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,ZQTNQVWKHCQYLQ,1
DB04861,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,KOHIRBRYDXPAMZ,1
DB04865,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],HYFHYPWGAURHIV,1
DB04868,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,HHZIURLSWUIHRB,0
DB04871,C[C@H]1CNCCC2=CC=C(Cl)C=C12,XTTZERNUQAFMOF,1
DB04876,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,SYOKIDBDQMKNDQ,1
DB04878,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,FZNCGRZWXLXZSZ,1
DB04894,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(N)=O)NC(=O)[C@H](N)CC1=CC=CC=C1,SWXOGPJRIDTIRL,0
DB04896,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,GJJFMKBJSRMPLA,1
DB04898,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,ZXIBCJHYVWYIKI,1
DB04908,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,PPRRDFIXUUSXRA,1
